SFV_Am_put FV_Eur_put FV_Am_call FV_Eur_call 
110.4 14.1489 13.8005 27.9791 27.9791 
110.5 14.1152 13.7675 28.0451 28.0451 
110.6 14.0843 13.7402 28.1168 28.1168 
110.7 14.0553 13.7141 28.1897 28.1896 
110.8 14.0265 13.6879 28.2625 28.2625 
110.9 13.9984 13.6618 28.3354 28.3353 
111 13.9703 13.6356 28.4082 28.4082 
111.1 13.9423 13.6095 28.4811 28.481 
111.2 13.9143 13.5833 28.5539 28.5539 
111.3 13.8867 13.5571 28.6268 28.6267 
111.4 13.8591 13.531 28.6997 28.6996 
111.5 13.8315 13.5048 28.7725 28.7725 
111.6 13.8039 13.4787 28.8454 28.8453 
111.7 13.7763 13.4525 28.9182 28.9182 
111.8 13.7487 13.4264 28.9911 28.991 
111.9 13.7211 13.4002 29.0639 29.0639 
112 13.6936 13.3741 29.1368 29.1367 
112.1 13.6662 13.3479 29.2096 29.2096 
112.2 13.6388 13.3218 29.2825 29.2824 
112.3 13.6114 13.2956 29.3553 29.3553 
112.4 13.5841 13.2695 29.4282 29.4281 
112.5 13.5568 13.2433 29.501 29.501 
112.6 13.5295 13.2172 29.5739 29.5738 
112.7 13.5021 13.191 29.6467 29.6467 
112.8 13.4749 13.1649 29.7196 29.7195 
112.9 13.4476 13.1387 29.7924 29.7924 
113 13.4203 13.1125 29.8653 29.8652 
113.1 13.393 13.0864 29.9381 29.9381 
113.2 13.3657 13.0602 30.011 30.0109 
113.3 13.3384 13.0341 30.0839 30.0838 
113.4 13.3112 13.0079 30.1567 30.1566 
113.5 13.284 12.9818 30.2296 30.2295 
113.6 13.2568 12.9556 30.3024 30.3024 
113.7 13.2296 12.9295 30.3753 30.3752 
113.8 13.2025 12.9033 30.4481 30.4481 
113.9 13.1754 12.8772 30.521 30.5209 
114 13.1483 12.851 30.5938 30.5938 
114.1 13.1212 12.8249 30.6667 30.6666 
114.2 13.0942 12.7987 30.7395 30.7395 
114.3 13.0672 12.7726 30.8124 30.8123 
114.4 13.0401 12.7464 30.8852 30.8852 
114.5 13.0131 12.7203 30.9581 30.958 
114.6 12.9861 12.6941 31.0309 31.0309 
114.7 12.959 12.668 31.1038 31.1037 
114.8 12.932 12.6418 31.1766 31.1766 
114.9 12.905 12.6156 31.2495 31.2494 
115 12.878 12.5895 31.3224 31.3223 
115.1 12.8511 12.5633 31.3952 31.3951 
115.2 12.8241 12.5372 31.4681 31.468 
115.3 12.7971 12.511 31.5409 31.5408 
115.4 12.7702 12.4849 31.6138 31.6137 
115.5 12.7432 12.4587 31.6866 31.6865 
115.6 12.7163 12.4326 31.7595 31.7594 
115.7 12.6893 12.4064 31.8323 31.8322 
115.8 12.6624 12.3803 31.9052 31.9051 
115.9 12.6354 12.3541 31.978 31.978 
116 12.6085 12.328 32.0509 32.0508 
116.1 12.5816 12.3018 32.1237 32.1237 
116.2 12.5547 12.2757 32.1966 32.1965 
116.3 12.5278 12.2495 32.2694 32.2694 
116.4 12.5009 12.2234 32.3423 32.3422 
116.5 12.474 12.1972 32.4151 32.4151 
116.6 12.4471 12.1711 32.488 32.4879 
116.7 12.4203 12.1449 32.5608 32.5608 
116.8 12.3934 12.1187 32.6337 32.6336 
116.9 12.3665 12.0926 32.7066 32.7065 
117 12.3397 12.0664 32.7794 32.7793 
117.1 12.3129 12.0403 32.8523 32.8522 
117.2 12.2861 12.0141 32.9251 32.925 
117.3 12.2593 11.988 32.998 32.9979 
117.4 12.2325 11.9618 33.0708 33.0707 
117.5 12.2057 11.9357 33.1437 33.1436 
117.6 12.1789 11.9095 33.2165 33.2164 
117.7 12.1522 11.8834 33.2894 33.2893 
117.8 12.1254 11.8572 33.3622 33.3621 
117.9 12.0986 11.8311 33.4351 33.435 
118 12.0718 11.8049 33.5079 33.5078 
118.1 12.0451 11.7788 33.5808 33.5807 
118.2 12.0183 11.7526 33.6536 33.6536 
118.3 11.9916 11.7265 33.7265 33.7264 
118.4 11.9649 11.7003 33.7993 33.7993 
118.5 11.9381 11.6741 33.8722 33.8721 
118.6 11.9114 11.648 33.9451 33.945 
118.7 11.8846 11.6218 34.0179 34.0178 
118.8 11.8579 11.5957 34.0908 34.0907 
118.9 11.8312 11.5695 34.1636 34.1635 
119 11.8045 11.5434 34.2365 34.2364 
119.1 11.7778 11.5172 34.3093 34.3092 
119.2 11.7512 11.4911 34.3822 34.3821 
119.3 11.7245 11.4649 34.455 34.4549 
119.4 11.6978 11.4388 34.5279 34.5278 
119.5 11.6711 11.4126 34.6007 34.6006 
119.6 11.6444 11.3865 34.6736 34.6735 
119.7 11.6178 11.3603 34.7464 34.7463 
119.8 11.5911 11.3342 34.8193 34.8192 
119.9 11.5644 11.308 34.8921 34.892 
120 11.5378 11.2819 34.965 34.9649 
120.1 11.5111 11.2557 35.0378 35.0377 
120.2 11.4845 11.2296 35.1107 35.1106 
120.3 11.4578 11.2034 35.1836 35.1835 
120.4 11.4312 11.1772 35.2564 35.2563 
120.5 11.4045 11.1511 35.3293 35.3292 
120.6 11.3779 11.1249 35.4021 35.402 
120.7 11.3512 11.0988 35.475 35.4749 
120.8 11.3246 11.0726 35.5478 35.5477 
120.9 11.298 11.0465 35.6207 35.6206 
121 11.2714 11.0203 35.6935 35.6934 
121.1 11.2448 10.9942 35.7664 35.7663 
121.2 11.2181 10.968 35.8392 35.8391 
121.3 11.1915 10.9419 35.9121 35.912 
121.4 11.1649 10.9157 35.9849 35.9848 
121.5 11.1383 10.8896 36.0578 36.0577 
121.6 11.1117 10.8634 36.1306 36.1305 
121.7 11.085 10.8373 36.2035 36.2034 
121.8 11.0584 10.8111 36.2763 36.2762 
121.9 11.0318 10.785 36.3492 36.3491 
122 11.0052 10.7588 36.4221 36.4219 
122.1 10.9786 10.7327 36.4949 36.4948 
122.2 10.9538 10.7101 36.5714 36.5713 
122.3 10.931 10.69 36.6503 36.6501 
122.4 10.9088 10.6699 36.7292 36.729 
122.5 10.887 10.6498 36.808 36.8079 
122.6 10.8655 10.6297 36.8869 36.8868 
122.7 10.844 10.6095 36.9658 36.9657 
122.8 10.8225 10.5894 37.0447 37.0446 
122.9 10.8011 10.5693 37.1236 37.1235 
123 10.78 10.5492 37.2025 37.2024 
123.1 10.7589 10.5291 37.2814 37.2813 
123.2 10.7377 10.509 37.3603 37.3602 
123.3 10.7166 10.4889 37.4392 37.4391 
123.4 10.6955 10.4688 37.5181 37.518 
123.5 10.6744 10.4487 37.597 37.5969 
123.6 10.6533 10.4285 37.6759 37.6758 
123.7 10.6321 10.4084 37.7548 37.7547 
123.8 10.6111 10.3883 37.8337 37.8335 
123.9 10.5902 10.3682 37.9126 37.9124 
124 10.5692 10.3481 37.9915 37.9913 
124.1 10.5483 10.328 38.0704 38.0702 
124.2 10.5274 10.3079 38.1493 38.1491 
124.3 10.5065 10.2878 38.2281 38.228 
124.4 10.4856 10.2677 38.307 38.3069 
124.5 10.4647 10.2475 38.3859 38.3858 
124.6 10.4438 10.2274 38.4648 38.4647 
124.7 10.4229 10.2073 38.5437 38.5436 
124.8 10.4021 10.1872 38.6226 38.6225 
124.9 10.3812 10.1671 38.7015 38.7014 
125 10.3603 10.147 38.7804 38.7803 
125.1 10.3394 10.1269 38.8593 38.8592 
125.2 10.3186 10.1068 38.9382 38.9381 
125.3 10.2977 10.0867 39.0171 39.017 
125.4 10.2769 10.0665 39.096 39.0958 
125.5 10.2561 10.0464 39.1749 39.1747 
125.6 10.2353 10.0263 39.2538 39.2536 
125.7 10.2146 10.0062 39.3327 39.3325 
125.8 10.1938 9.98609 39.4116 39.4114 
125.9 10.1731 9.96598 39.4905 39.4903 
126 10.1523 9.94587 39.5694 39.5692 
126.1 10.1316 9.92576 39.6482 39.6481 
126.2 10.1109 9.90565 39.7271 39.727 
126.3 10.0902 9.88554 39.806 39.8059 
126.4 10.0696 9.86542 39.8849 39.8848 
126.5 10.0489 9.84531 39.9638 39.9637 
126.6 10.0282 9.8252 40.0427 40.0426 
126.7 10.0075 9.80509 40.1216 40.1215 
126.8 9.98685 9.78498 40.2005 40.2004 
126.9 9.96618 9.76487 40.2794 40.2792 
127 9.94552 9.74476 40.3583 40.3581 
127.1 9.92487 9.72464 40.4372 40.437 
127.2 9.90423 9.70453 40.5161 40.5159 
127.3 9.88359 9.68442 40.595 40.5948 
127.4 9.86296 9.66431 40.6739 40.6737 
127.5 9.84232 9.6442 40.7528 40.7526 
127.6 9.82169 9.62409 40.8317 40.8315 
127.7 9.80106 9.60398 40.9106 40.9104 
127.8 9.78043 9.58386 40.9895 40.9893 
127.9 9.7598 9.56375 41.0683 41.0682 
128 9.73917 9.54364 41.1472 41.1471 
128.1 9.71854 9.52353 41.2261 41.226 
128.2 9.69792 9.50342 41.305 41.3049 
128.3 9.67731 9.48331 41.3839 41.3838 
128.4 9.6567 9.4632 41.4628 41.4627 
128.5 9.63611 9.44308 41.5417 41.5415 
128.6 9.61551 9.42297 41.6206 41.6204 
128.7 9.59492 9.40286 41.6995 41.6993 
128.8 9.57435 9.38275 41.7784 41.7782 
128.9 9.55378 9.36264 41.8573 41.8571 
129 9.53321 9.34253 41.9362 41.936 
129.1 9.51264 9.32241 42.0151 42.0149 
129.2 9.49208 9.3023 42.094 42.0938 
129.3 9.47154 9.28219 42.1729 42.1727 
129.4 9.451 9.26208 42.2518 42.2516 
129.5 9.43046 9.24197 42.3307 42.3305 
129.6 9.40995 9.22186 42.4096 42.4094 
129.7 9.38944 9.20175 42.4885 42.4883 
129.8 9.36892 9.18163 42.5673 42.5672 
129.9 9.34842 9.16152 42.6462 42.6461 
130 9.32791 9.14141 42.7251 42.7249 
130.1 9.30741 9.1213 42.804 42.8038 
130.2 9.2869 9.10119 42.8829 42.8827 
130.3 9.2664 9.08108 42.9618 42.9616 
130.4 9.2459 9.06097 43.0407 43.0405 
130.5 9.2254 9.04085 43.1196 43.1194 
130.6 9.20491 9.02074 43.1985 43.1983 
130.7 9.18442 9.00063 43.2774 43.2772 
130.8 9.16394 8.98052 43.3563 43.3561 
130.9 9.14345 8.96041 43.4352 43.435 
131 9.12297 8.9403 43.5141 43.5139 
131.1 9.10249 8.92019 43.593 43.5928 
131.2 9.082 8.90007 43.6719 43.6717 
131.3 9.06153 8.87996 43.7508 43.7506 
131.4 9.04108 8.85985 43.8297 43.8295 
131.5 9.02063 8.83974 43.9086 43.9084 
131.6 9.00019 8.81963 43.9875 43.9872 
131.7 8.97974 8.79952 44.0663 44.0661 
131.8 8.9593 8.77941 44.1452 44.145 
131.9 8.93886 8.75929 44.2241 44.2239 
132 8.91842 8.73918 44.303 44.3028 
132.1 8.89798 8.71907 44.3819 44.3817 
132.2 8.87755 8.69896 44.4608 44.4606 
132.3 8.85711 8.67885 44.5397 44.5395 
132.4 8.83667 8.65874 44.6186 44.6184 
132.5 8.81624 8.63863 44.6975 44.6973 
132.6 8.79581 8.61851 44.7764 44.7762 
132.7 8.77538 8.5984 44.8553 44.8551 
132.8 8.75495 8.57829 44.9342 44.934 
132.9 8.73453 8.55818 45.0131 45.0129 
133 8.71411 8.53807 45.092 45.0918 
133.1 8.69368 8.51796 45.1709 45.1706 
133.2 8.67326 8.49785 45.2498 45.2495 
133.3 8.65285 8.47773 45.3287 45.3284 
133.4 8.63244 8.45762 45.4076 45.4073 
133.5 8.61203 8.43751 45.4865 45.4862 
133.6 8.59163 8.4174 45.5653 45.5651 
133.7 8.57122 8.39729 45.6442 45.644 
133.8 8.55082 8.37718 45.7231 45.7229 
133.9 8.53041 8.35706 45.802 45.8018 
134 8.51001 8.33695 45.8809 45.8807 
134.1 8.48961 8.31684 45.9598 45.9596 
134.2 8.4692 8.29673 46.0387 46.0385 
134.3 8.4488 8.27662 46.1176 46.1174 
134.4 8.42839 8.25651 46.1965 46.1963 
134.5 8.40799 8.2364 46.2754 46.2752 
134.6 8.38759 8.21628 46.3543 46.354 
134.7 8.3672 8.19617 46.4332 46.4329 
134.8 8.3468 8.17606 46.5121 46.5118 
134.9 8.32641 8.15595 46.591 46.5907 
135 8.3064 8.13656 46.6706 46.6703 
135.1 8.28865 8.12157 46.7546 46.7544 
135.2 8.27208 8.10658 46.8386 46.8384 
135.3 8.25552 8.09159 46.9227 46.9224 
135.4 8.23937 8.0766 47.0067 47.0064 
135.5 8.22336 8.06161 47.0907 47.0904 
135.6 8.20739 8.04662 47.1747 47.1744 
135.7 8.19143 8.03163 47.2587 47.2585 
135.8 8.17549 8.01665 47.3427 47.3425 
135.9 8.1598 8.00166 47.4268 47.4265 
136 8.14412 7.98667 47.5108 47.5105 
136.1 8.12844 7.97168 47.5948 47.5945 
136.2 8.11277 7.95669 47.6788 47.6785 
136.3 8.09709 7.9417 47.7628 47.7625 
136.4 8.08142 7.92671 47.8468 47.8466 
136.5 8.06575 7.91172 47.9309 47.9306 
136.6 8.05008 7.89673 48.0149 48.0146 
136.7 8.03441 7.88174 48.0989 48.0986 
136.8 8.01879 7.86675 48.1829 48.1826 
136.9 8.00324 7.85176 48.2669 48.2666 
137 7.9877 7.83677 48.3509 48.3507 
137.1 7.97218 7.82178 48.435 48.4347 
137.2 7.95667 7.80679 48.519 48.5187 
137.3 7.94116 7.7918 48.603 48.6027 
137.4 7.92566 7.77681 48.687 48.6867 
137.5 7.91015 7.76182 48.771 48.7707 
137.6 7.89465 7.74683 48.855 48.8547 
137.7 7.87916 7.73184 48.9391 48.9388 
137.8 7.86366 7.71685 49.0231 49.0228 
137.9 7.84817 7.70186 49.1071 49.1068 
138 7.83267 7.68687 49.1911 49.1908 
138.1 7.81718 7.67188 49.2751 49.2748 
138.2 7.80169 7.6569 49.3591 49.3588 
138.3 7.7862 7.64191 49.4432 49.4429 
138.4 7.77072 7.62692 49.5272 49.5269 
138.5 7.75526 7.61193 49.6112 49.6109 
138.6 7.73981 7.59694 49.6952 49.6949 
138.7 7.72436 7.58195 49.7792 49.7789 
138.8 7.70894 7.56696 49.8632 49.8629 
138.9 7.69354 7.55197 49.9473 49.9469 
139 7.67815 7.53698 50.0313 50.031 
139.1 7.66275 7.52199 50.1153 50.115 
139.2 7.64737 7.507 50.1993 50.199 
139.3 7.632 7.49201 50.2833 50.283 
139.4 7.61662 7.47702 50.3674 50.367 
139.5 7.60126 7.46203 50.4514 50.451 
139.6 7.58591 7.44704 50.5354 50.5351 
139.7 7.57057 7.43205 50.6194 50.6191 
139.8 7.55522 7.41706 50.7034 50.7031 
139.9 7.53987 7.40207 50.7874 50.7871 
140 7.52452 7.38708 50.8715 50.8711 
140.1 7.50917 7.37209 50.9555 50.9551 
140.2 7.49383 7.3571 51.0395 51.0391 
140.3 7.4785 7.34211 51.1235 51.1232 
140.4 7.46316 7.32712 51.2075 51.2072 
140.5 7.44783 7.31213 51.2915 51.2912 
140.6 7.43251 7.29715 51.3756 51.3752 
140.7 7.41719 7.28216 51.4596 51.4592 
140.8 7.40187 7.26717 51.5436 51.5432 
140.9 7.38655 7.25218 51.6276 51.6273 
141 7.37124 7.23719 51.7116 51.7113 
141.1 7.35592 7.2222 51.7956 51.7953 
141.2 7.3406 7.20721 51.8797 51.8793 
141.3 7.32528 7.19222 51.9637 51.9633 
141.4 7.30996 7.17723 52.0477 52.0473 
141.5 7.29465 7.16224 52.1317 52.1313 
141.6 7.27933 7.14725 52.2157 52.2154 
141.7 7.26402 7.13226 52.2997 52.2994 
141.8 7.24872 7.11727 52.3838 52.3834 
141.9 7.23342 7.10228 52.4678 52.4674 
142 7.21813 7.08729 52.5518 52.5514 
142.1 7.20283 7.0723 52.6358 52.6354 
142.2 7.18754 7.05731 52.7198 52.7195 
142.3 7.17225 7.04232 52.8039 52.8035 
142.4 7.15698 7.02733 52.8879 52.8875 
142.5 7.1417 7.01234 52.9719 52.9715 
142.6 7.12642 6.99735 53.0559 53.0555 
142.7 7.11115 6.98236 53.1399 53.1395 
142.8 7.09588 6.96737 53.2239 53.2235 
142.9 7.08062 6.95238 53.308 53.3076 
143 7.06537 6.93739 53.392 53.3916 
143.1 7.05011 6.92241 53.476 53.4756 
143.2 7.03487 6.90742 53.56 53.5596 
143.3 7.01964 6.89243 53.644 53.6436 
143.4 7.0044 6.87744 53.728 53.7276 
143.5 6.98917 6.86245 53.8121 53.8117 
143.6 6.97394 6.84746 53.8961 53.8957 
143.7 6.9587 6.83247 53.9801 53.9797 
143.8 6.94347 6.81748 54.0641 54.0637 
143.9 6.92824 6.80249 54.1481 54.1477 
144 6.91301 6.7875 54.2322 54.2317 
144.1 6.89778 6.77251 54.3162 54.3157 
144.2 6.88255 6.75752 54.4002 54.3998 
144.3 6.86733 6.74253 54.4842 54.4838 
144.4 6.85211 6.72754 54.5682 54.5678 
144.5 6.83689 6.71255 54.6522 54.6518 
144.6 6.82167 6.69756 54.7363 54.7358 
144.7 6.80645 6.68257 54.8203 54.8198 
144.8 6.79124 6.66758 54.9043 54.9039 
144.9 6.77602 6.65259 54.9883 54.9879 
145 6.7608 6.6376 55.0723 55.0719 
145.1 6.74559 6.62261 55.1563 55.1559 
145.2 6.73039 6.60762 55.2404 55.2399 
145.3 6.7152 6.59263 55.3244 55.3239 
145.4 6.7 6.57764 55.4084 55.4079 
145.5 6.68481 6.56266 55.4924 55.492 
145.6 6.66962 6.54767 55.5764 55.576 
145.7 6.65443 6.53268 55.6605 55.66 
145.8 6.63924 6.51769 55.7445 55.744 
145.9 6.62405 6.5027 55.8285 55.828 
146 6.60887 6.48771 55.9125 55.912 
146.1 6.59368 6.47272 55.9965 55.9961 
146.2 6.57849 6.45773 56.0805 56.0801 
146.3 6.5633 6.44274 56.1646 56.1641 
146.4 6.54812 6.42775 56.2486 56.2481 
146.5 6.53293 6.41276 56.3326 56.3321 
146.6 6.51775 6.39777 56.4166 56.4161 
146.7 6.50257 6.38278 56.5006 56.5001 
146.8 6.48739 6.36779 56.5847 56.5842 
146.9 6.47221 6.3528 56.6687 56.6682 
147 6.45703 6.33781 56.7527 56.7522 
147.1 6.44185 6.32282 56.8367 56.8362 
147.2 6.42667 6.30783 56.9207 56.9202 
147.3 6.4115 6.29284 57.0047 57.0042 
147.4 6.39633 6.27785 57.0888 57.0883 
147.5 6.38116 6.26286 57.1728 57.1723 
147.6 6.36599 6.24787 57.2568 57.2563 
147.7 6.35082 6.23288 57.3408 57.3403 
147.8 6.33565 6.21789 57.4248 57.4243 
147.9 6.32048 6.20291 57.5088 57.5083 
148 6.30532 6.18792 57.5929 57.5923 
148.1 6.29015 6.17293 57.6769 57.6764 
148.2 6.27498 6.15794 57.7609 57.7604 
148.3 6.25981 6.14295 57.8449 57.8444 
148.4 6.24464 6.12796 57.9289 57.9284 
148.5 6.22948 6.11297 58.013 58.0124 
148.6 6.21431 6.09798 58.097 58.0964 
148.7 6.19914 6.08299 58.181 58.1805 
148.8 6.18398 6.068 58.265 58.2645 
148.9 6.16882 6.05301 58.349 58.3485 
149 6.15366 6.03802 58.433 58.4325 
149.1 6.1385 6.02303 58.5171 58.5165 
149.2 6.12373 6.00877 58.6018 58.6013 
149.3 6.11075 5.99796 58.69 58.6895 
149.4 6.09872 5.98714 58.7782 58.7776 
149.5 6.08674 5.97632 58.8664 58.8658 
149.6 6.07496 5.96551 58.9546 58.954 
149.7 6.06343 5.95469 59.0428 59.0422 
149.8 6.05192 5.94387 59.131 59.1304 
149.9 6.04043 5.93306 59.2192 59.2186 
150 6.02893 5.92224 59.3073 59.3068 
150.1 6.01749 5.91142 59.3955 59.395 
150.2 6.00622 5.90061 59.4837 59.4832 
150.3 5.99495 5.88979 59.5719 59.5713 
150.4 5.98368 5.87898 59.6601 59.6595 
150.5 5.97241 5.86816 59.7483 59.7477 
150.6 5.96114 5.85734 59.8365 59.8359 
150.7 5.94987 5.84653 59.9247 59.9241 
150.8 5.9386 5.83571 60.0129 60.0123 
150.9 5.92734 5.82489 60.1011 60.1005 
151 5.91607 5.81408 60.1893 60.1887 
151.1 5.90481 5.80326 60.2775 60.2768 
151.2 5.89359 5.79244 60.3656 60.365 
151.3 5.88242 5.78163 60.4538 60.4532 
151.4 5.87125 5.77081 60.542 60.5414 
151.5 5.86009 5.75999 60.6302 60.6296 
151.6 5.84894 5.74918 60.7184 60.7178 
151.7 5.8378 5.73836 60.8066 60.806 
151.8 5.82665 5.72755 60.8948 60.8942 
151.9 5.81551 5.71673 60.983 60.9824 
152 5.80437 5.70591 61.0712 61.0705 
152.1 5.79323 5.6951 61.1594 61.1587 
152.2 5.78209 5.68428 61.2476 61.2469 
152.3 5.77095 5.67346 61.3358 61.3351 
152.4 5.75981 5.66265 61.4239 61.4233 
152.5 5.74867 5.65183 61.5121 61.5115 
152.6 5.73753 5.64101 61.6003 61.5997 
152.7 5.7264 5.6302 61.6885 61.6879 
152.8 5.71526 5.61938 61.7767 61.7761 
152.9 5.70413 5.60857 61.8649 61.8642 
153 5.693 5.59775 61.9531 61.9524 
153.1 5.68189 5.58693 62.0413 62.0406 
153.2 5.67079 5.57612 62.1295 62.1288 
153.3 5.65968 5.5653 62.2177 62.217 
153.4 5.6486 5.55448 62.3059 62.3052 
153.5 5.63753 5.54367 62.3941 62.3934 
153.6 5.62646 5.53285 62.4822 62.4816 
153.7 5.61539 5.52203 62.5704 62.5698 
153.8 5.60433 5.51122 62.6586 62.6579 
153.9 5.59328 5.5004 62.7468 62.7461 
154 5.58222 5.48958 62.835 62.8343 
154.1 5.57117 5.47877 62.9232 62.9225 
154.2 5.56013 5.46795 63.0114 63.0107 
154.3 5.54909 5.45714 63.0996 63.0989 
154.4 5.53806 5.44632 63.1878 63.1871 
154.5 5.52702 5.4355 63.276 63.2753 
154.6 5.51599 5.42469 63.3642 63.3634 
154.7 5.50495 5.41387 63.4524 63.4516 
154.8 5.49391 5.40305 63.5406 63.5398 
154.9 5.48288 5.39224 63.6287 63.628 
155 5.47185 5.38142 63.7169 63.7162 
155.1 5.46083 5.3706 63.8051 63.8044 
155.2 5.4498 5.35979 63.8933 63.8926 
155.3 5.43878 5.34897 63.9815 63.9808 
155.4 5.42776 5.33815 64.0697 64.069 
155.5 5.41674 5.32734 64.1579 64.1571 
155.6 5.40572 5.31652 64.2461 64.2453 
155.7 5.3947 5.30571 64.3343 64.3335 
155.8 5.38369 5.29489 64.4225 64.4217 
155.9 5.37267 5.28407 64.5107 64.5099 
156 5.36165 5.27326 64.5989 64.5981 
156.1 5.35063 5.26244 64.687 64.6863 
156.2 5.33961 5.25162 64.7752 64.7745 
156.3 5.3286 5.24081 64.8634 64.8627 
156.4 5.31758 5.22999 64.9516 64.9508 
156.5 5.30656 5.21917 65.0398 65.039 
156.6 5.29555 5.20836 65.128 65.1272 
156.7 5.28454 5.19754 65.2162 65.2154 
156.8 5.27354 5.18673 65.3044 65.3036 
156.9 5.26253 5.17591 65.3926 65.3918 
157 5.25153 5.16509 65.4808 65.48 
157.1 5.24053 5.15428 65.569 65.5682 
157.2 5.22953 5.14346 65.6572 65.6564 
157.3 5.21853 5.13264 65.7454 65.7445 
157.4 5.20754 5.12183 65.8335 65.8327 
157.5 5.19655 5.11101 65.9217 65.9209 
157.6 5.18556 5.10019 66.0099 66.0091 
157.7 5.17457 5.08938 66.0981 66.0973 
157.8 5.16358 5.07856 66.1863 66.1855 
157.9 5.1526 5.06774 66.2745 66.2737 
158 5.14163 5.05693 66.3627 66.3619 
158.1 5.13065 5.04611 66.4509 66.45 
158.2 5.11968 5.0353 66.5391 66.5382 
158.3 5.10872 5.02448 66.6273 66.6264 
158.4 5.09775 5.01366 66.7155 66.7146 
158.5 5.08679 5.00285 66.8037 66.8028 
158.6 5.07583 4.99203 66.8919 66.891 
158.7 5.06487 4.98121 66.9801 66.9792 
158.8 5.05391 4.9704 67.0682 67.0674 
158.9 5.04295 4.95958 67.1564 67.1556 
159 5.03199 4.94876 67.2446 67.2437 
159.1 5.02103 4.93795 67.3328 67.3319 
159.2 5.01007 4.92713 67.421 67.4201 
159.3 4.99911 4.91632 67.5092 67.5083 
159.4 4.98815 4.9055 67.5974 67.5965 
159.5 4.9772 4.89468 67.6856 67.6847 
159.6 4.96624 4.88387 67.7738 67.7729 
159.7 4.95529 4.87305 67.862 67.8611 
159.8 4.94434 4.86223 67.9502 67.9493 
159.9 4.93338 4.85142 68.0384 68.0374 
160 4.92243 4.8406 68.1266 68.1256 
160.1 4.91148 4.82978 68.2147 68.2138 
160.2 4.90052 4.81897 68.3029 68.302 
160.3 4.88957 4.80815 68.3911 68.3902 
160.4 4.87863 4.79733 68.4793 68.4784 
160.5 4.86769 4.78652 68.5675 68.5666 
160.6 4.85676 4.7757 68.6557 68.6548 
160.7 4.84582 4.76489 68.7439 68.743 
160.8 4.83488 4.75407 68.8321 68.8311 
160.9 4.82395 4.74325 68.9203 68.9193 
161 4.81301 4.73244 69.0085 69.0075 
161.1 4.80208 4.72162 69.0967 69.0957 
161.2 4.79115 4.7108 69.1849 69.1839 
161.3 4.78021 4.69999 69.2731 69.2721 
161.4 4.76928 4.68917 69.3613 69.3603 
161.5 4.75835 4.67835 69.4495 69.4485 
161.6 4.74741 4.66754 69.5376 69.5366 
161.7 4.73648 4.65672 69.6258 69.6248 
161.8 4.72555 4.64591 69.714 69.713 
161.9 4.71462 4.63509 69.8022 69.8012 
162 4.70368 4.62427 69.8904 69.8894 
162.1 4.69275 4.61346 69.9786 69.9776 
162.2 4.68183 4.60264 70.0668 70.0658 
162.3 4.6709 4.59182 70.155 70.154 
162.4 4.65997 4.58101 70.2432 70.2422 
162.5 4.64904 4.57019 70.3314 70.3303 
162.6 4.63811 4.55937 70.4196 70.4185 
162.7 4.62719 4.54856 70.5078 70.5067 
162.8 4.61626 4.53774 70.596 70.5949 
162.9 4.60534 4.52692 70.6842 70.6831 
163 4.59442 4.51611 70.7723 70.7713 
163.1 4.58349 4.50529 70.8605 70.8595 
163.2 4.57257 4.49448 70.9487 70.9477 
163.3 4.56165 4.48366 71.0369 71.0359 
163.4 4.55073 4.47284 71.1251 71.124 
163.5 4.53981 4.46203 71.2133 71.2122 
163.6 4.52888 4.45121 71.3015 71.3004 
163.7 4.51796 4.44039 71.3897 71.3886 
163.8 4.50704 4.42958 71.4779 71.4768 
163.9 4.49612 4.41876 71.5661 71.565 
164 4.4852 4.40794 71.6543 71.6532 
164.1 4.47427 4.39713 71.7425 71.7414 
164.2 4.46335 4.38631 71.8307 71.8296 
164.3 4.45243 4.3755 71.9189 71.9177 
164.4 4.44151 4.36468 72.0071 72.0059 
164.5 4.43059 4.35386 72.0952 72.0941 
164.6 4.41968 4.34305 72.1834 72.1823 
164.7 4.40876 4.33223 72.2716 72.2705 
164.8 4.39784 4.32141 72.3598 72.3587 
164.9 4.38742 4.31151 72.4489 72.4478 
165 4.37825 4.30396 72.5404 72.5392 
165.1 4.36981 4.29641 72.6319 72.6307 
165.2 4.36143 4.28886 72.7233 72.7222 
165.3 4.3531 4.28131 72.8148 72.8136 
165.4 4.34507 4.27376 72.9062 72.9051 
165.5 4.33704 4.26621 72.9977 72.9965 
165.6 4.32903 4.25866 73.0892 73.088 
165.7 4.32103 4.25112 73.1806 73.1794 
165.8 4.31302 4.24357 73.2721 73.2709 
165.9 4.30508 4.23602 73.3635 73.3623 
166 4.29724 4.22847 73.455 73.4538 
166.1 4.2894 4.22092 73.5465 73.5453 
166.2 4.28156 4.21337 73.6379 73.6367 
166.3 4.27372 4.20582 73.7294 73.7282 
166.4 4.26588 4.19827 73.8209 73.8196 
166.5 4.25804 4.19072 73.9123 73.9111 
166.6 4.2502 4.18317 74.0038 74.0025 
166.7 4.24236 4.17562 74.0952 74.094 
166.8 4.23452 4.16808 74.1867 74.1854 
166.9 4.22669 4.16053 74.2782 74.2769 
167 4.21885 4.15298 74.3696 74.3684 
167.1 4.21105 4.14543 74.4611 74.4598 
167.2 4.20328 4.13788 74.5525 74.5513 
